name,Collaborated,query_county,city,query_purpose,person_with_relationship,org_contact,org_contact_title,phone,email,contact:email,website,latitude,longitude,osm_id,osm_type,access,air_conditioning,alt_name,alt_name:en,alt_name:vi,amenity,amenity_1,architect,architect:wikidata,area,barrier,beds,branch,brand,brand:contact:twitter,brand:wikidata,building,building:levels,building:material,building:part,building:prefabricated,camera:mount,camera:type,capacity,check_date,check_date:opening_hours,club,community_centre,community_centre:for,construction,contact:facebook,contact:instagram,contact:linkedin,contact:twitter,contact:website,contact:youtube,craft,cuisine,dance:style,dance:teaching,denomination,description,disused:amenity,disused:shop,disused:sport,disused:tourism,disused:website,drinking_water,ele,emergency,fax,fixme,gnis:feature_id,government,hackerspace,healthcare,healthcare:speciality,height,heritage,heritage:operator,hist_name,historic,historic:amenity,historic:name,image,indoor,internet_access,landuse,layer,leed,leisure,level,lgbtq,loc_name,man_made,min_age,name:am,name:en,name:es,name:etymology,name:etymology:wikidata,name:ko,name:signed,name:vi,name:vi-Hani,name:zh,not:amenity,note,office,official_name,old:operator,old_name,old_name:es,opening_hours,opening_hours:covid19,opening_hours:signed,operational_status,operator,operator:short,operator:type,operator:website,operator:wikidata,owner,owner:wikidata,paloalto_ca:id,payment:cash,payment:contactless,payment:credit_cards,payment:discover_card,payment:mastercard,payment:visa,pet,pets,redwood_city_ca:addr_id,redwood_city_ca:bld_gid,redwood_city_ca:bldg_id,ref,ref:nrhp,religion,residential,roof:levels,roof:orientation,roof:shape,scents,second_hand,service:bicycle:repair,service_times,shelter,shelter_type,shop,short_name,short_name:en,short_name:vi,smoking,social_facility,social_facility:for,social_facility:for_1,social_facility_1,source,source:addr,source:url,sport,start_date,strapline,surveillance,surveillance:type,surveillance:zone,survey:date,theatre:genre,toilets,tourism,training,type,was:addr:housenumber,was:addr:street,was:addr:unit,was:amenity,was:name,washing_machine,website:calendar,website:menu,wheelchair,wikidata,wikimedia_commons,wikipedia,addr:city,addr:country,addr:county,addr:floor,addr:housename,addr:housenumber,addr:neighbourhood,addr:postcode,addr:state,addr:street,addr:unit
City Team Ministries,,alameda,,social_community,,,,,,,,37.8002189,-122.2751359,124693852,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718;722;726,,,,Washington Street,
,,alameda,,social_community,,,,,,,,37.6799512,-122.0624829,155531631,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2058,,,,D Street,
Fratellanza Club,,alameda,,social_community,,,,,,,http://fratellanzaclub.com,37.8493302,-122.2870994,157154824,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oakland,US,,,,1140,,94608,CA,66th Street,
Irvington Community Center,,alameda,,social_community,,,,,,,,37.5223825,-121.965223,199124638,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clifton Hall,,alameda,,social_community,,,,,,,,37.8368379,-122.2502244,208176866,way,,,,,,social_facility,,,,,,,,,,,dormitory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,California College of the Arts,,,,,,,City of Oakland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,homeless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5276,,,,Broadway,
Raksha Care Home,,alameda,,social_community,,,,,,,http://www.rakshacare.com/,37.8901333,-122.296584,216577087,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,assisted_living,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albany,US,,,,906,,94706,CA,Cornell Avenue,
,,alameda,,social_community,,,,,,,,37.6813379,-121.7410221,224890325,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4444;4446;4448,,,,East Avenue,
Shannon Community Center,,alameda,,social_community,,,,,,,,37.7151368,-121.9414724,233077461,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,,,,1670339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS Geonames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11600,,,CA,Shannon Avenue,
Fremont Community Activities Center,,alameda,,social_community,,,,,,,,37.5546067,-121.9897023,242743665,way,,,,,,community_centre,,,,,,,,,,,civic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3375,,,,Country Drive,
Rhythmix Cultural Works,,alameda,,social_community,,,,,,,,37.7699502,-122.2354336,257714645,way,,,,,,arts_centre,,,,,,,,,,,yes,,,,,,,,2024-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clausen House,,alameda,,social_community,,,,,,,,37.8101905,-122.2493179,268088572,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,,,,Grand Avenue,
Lakeside Park Elder Care,,alameda,,social_community,,,,,,,,37.8084774,-122.2560816,270235922,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,http://lakesideparksenior.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oakland,,,,,468,,94610,,Perkins Street,
University YWCA,,alameda,,social_community,,,,,,,,37.8689327,-122.2566295,286632638,node,,,,,,community_centre,,,,,,,,,,,,,,,,,,,2024-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Lake Gardens,,alameda,,social_community,,,,+1-800-416-6091,,,https://www.humangood.org/grand-lake-gardens,37.8127832,-122.249058,308690466,way,,,,,,social_facility,,,,,,,,,,,yes,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Human Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,,,,Santa Clara Avenue,
Berkeley Hillel Reutlinger Center,,alameda,,social_community,,,,,,,,37.8692266,-122.2530994,313188875,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,student;religious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jewish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2736,,,,Bancroft Way,
Alameda County Social Services,,alameda,,social_community,,,,,,,,37.7419317,-122.1926076,314472841,way,,,Medi-Cal Center,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8477,,,,Enterprise Way,
Merrill Gardens at Rockridge,,alameda,,social_community,,,,+1-510-962-9922,,,https://www.merrillgardens.com/senior-living/ca/oakland/merrill-gardens-at-rockridge/,37.8348893,-122.2525817,332483219,way,,,,,,social_facility,,,,,,,,,,,yes,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oakland,,,,,5238,,94618,CA,Coronado Avenue,
Kennedy Youth Center,,alameda,,social_community,,,,,,,,37.5917895,-122.0217809,347986753,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Union City,,,,,1333,,94587,CA,Decoto Road,
Heritage Estates,,alameda,,social_community,,,,,,,,37.6788129,-121.7876407,356798635,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,,,,East Stanley Boulevard,
Salvation Army Oakland Garden Center,,alameda,,social_community,,,,,,,http://www.gosalarmy.org/deloro/oakland,37.7938167,-122.2216348,358806150,node,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,salvation_army,,,,,,,,57,,,,1658112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Booth Memorial Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2794,,,,,
Berkeley Memory Care Community,,alameda,,social_community,,,,+1-510-841-4844,,,https://www.silverado.com/silverado-locations/california/berkeley/berkeley/,37.8662168,-122.281245,358854800,node,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,2086904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vintage Senior Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berkeley,US,,,,2235,,94702,,Sacramento Street,
All Saints Sub-Acute & Skilled Nursing,,alameda,,social_community,,,,+1 510 481 3200,,,https://allsaintshc.com/,37.7050645,-122.119239,361802169,way,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nursing_home,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,San Leandro,,,,,15731,,94578,,Maubert Avenue,
Adobe Art Center,,alameda,,social_community,,,,,,,,37.6973319,-122.0820499,368167277,node,,,,,,arts_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,1675930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS Geonames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA,,
Hyde Community Center,,alameda,,social_community,,,,,,,,37.5338251,-121.920791,368172725,node,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,1692859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS Geonames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA,,
YMCA,,alameda,,social_community,,,,,,,,37.8118666,-122.2755755,369011558,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outreach,juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2101,,,,Brush Street,
Spanish Speaking Citizens' Foundation,,alameda,,social_community,,,,,,,,37.7786105,-122.2252019,372782926,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470,,,,Fruitvale Avenue,
EIKON,,alameda,,social_community,,,,,,,,37.8145195,-122.2688372,374896797,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Korean Community Christian Church,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,,,,,2505,,,,Telegraph Avenue,
Shoong Family Chinese Cultural Center,,alameda,,social_community,,,,,,,,37.7999699,-122.2702994,376427450,way,,,,,,community_centre,,,,,,,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316,,,,9th Street,
House of Dignity,,alameda,,social_community,,,,,,,,37.8013293,-122.276951,390157371,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aztec Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,veteran,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585;587,,,,8th Street,
East Oakland Youth Development Center,,alameda,,social_community,,,,,,,,37.7554375,-122.1786447,390269439,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8200,,,,International Boulevard,
Boys & Girls Clubs of Oakland Carr Clubhouse,,alameda,,social_community,,,,,,,,37.7534946,-122.1765761,390269444,way,,,East Oakland Boys Club,,,social_facility,,,,,,,,Boys & Girls Club,,Q2923055,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,1961737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outreach,child,,,USGS Geonames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8530,,,CA,International Boulevard,
Rainbow Recreation Center,,alameda,,social_community,,,,,,,,37.7660421,-122.1999494,390271193,way,,,,,,community_centre,,,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City of Oakland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5800,,,,International Boulevard,
M. Robinson Baker YMCA,,alameda,,social_community,,,,+1-510-654-9622,,,,37.8237883,-122.2762813,395160999,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outreach,juvenile,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,Okaland,US,,,,3265,,94608,CA,Market Street,
West Oakland Youth Center,,alameda,,social_community,,,,+1-510-595-3223,,,www.westoaklandyouthcenter.org/,37.8232767,-122.2762155,395161000,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outreach,juvenile,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,Okaland,US,,,,3233,,94608,CA,Market Street,
St. Vincent De Paul Community Center,,alameda,,social_community,,,,,,,https://www.svdp-alameda.org/,37.8133165,-122.2740073,395161002,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lost & Foundry Oakland,,alameda,,social_community,,,,,,,https://lostandfoundryoakland.com/,37.8027918,-122.2962032,395354448,way,,,,,,arts_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,Oakland,,,,,305,,94607,CA,Center Street,
St. Mary's Gardens,,alameda,,social_community,,,,,,,,37.8052055,-122.2805475,398754843,way,,,,,,social_facility,,,,,,,,,,,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,housing,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack London Gateway Senior Housing,,alameda,,social_community,,,,,,,https://ebaldc.org/property/jack-london-gateway-senior-housing/,37.8044098,-122.2814693,398754853,way,,,,,,social_facility,,,,,,,,,,,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bay Asian Local Development Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,housing,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Cabins,,alameda,,social_community,,,,,,,,37.8163899,-122.2699504,407654217,way,,,,,,social_facility,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City of Oakland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shelter,homeless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Bay Asian Youth Center,,alameda,,social_community,,,,+1-510-533-1092,,,https://ebayc.org/,37.7844938,-122.2406755,407832611,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outreach,juvenile,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,Oakland,,,,,2025,,94606,CA,East 12th Street,
A Place for Sustainable Living,,alameda,,social_community,,,,,,,https://www.place.community/,37.8462003,-122.2856742,412109090,way,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles Porter Golden Gate Recreation Center,,alameda,,social_community,,,,,,,,37.8448366,-122.2825453,435326929,way,,,Charles Porter Recreation Center;Golden Gate Recreation Center,,,community_centre,,,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Golden Gate Community Center,,,,,,City of Oakland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,Oakland,US,,,,1075,,,CA,62nd Street,
Lincoln Neighborhood Center,,alameda,,social_community,,,,,,,,37.8004493,-122.2689646,440884927,way,,,,,,community_centre,,,,,,,,,,,yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brookdale Discovery Center,,alameda,,social_community,,,,,,,,37.7817799,-122.2053331,464457431,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oakland,,,,,2521,,94601,CA,High Street,
YMCA PG&E Teen Center,,alameda,,social_community,,,,,,,https://ymcacba.org/index.php/locations/teen-center,37.8698488,-122.2723529,467707976,way,,,Berkeley Teen Center,,,community_centre,,,,,,,,,,,,,,,,,,,,,,youth_centre,juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YMCA Central Bay Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berkeley,,,,,2111,,94704,CA,Martin Luther King Jr Way,
Harbor House Ministries,,alameda,,social_community,,,,+1-510-534-0165,,,https://hhministries.org/,37.7945237,-122.2452053,473196788,way,,,,,,social_facility,,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,outreach,migrant,refugee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oakland,,,,,1811,,94606,CA,11th Avenue,
Evergreen Eldercare,,alameda,,social_community,,,,,,,,37.7805651,-122.2041527,474436737,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,1961820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,assisted_living,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,,,,Fairfax Avenue,
Telegraph Community Ministry Center,,alameda,,social_community,,,,,,,,37.8389428,-122.2618695,475143931,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5316,,,,Telegraph Avenue,
Boys & Girls Club of Oakland Anna Marie Whalen Branch,,alameda,,social_community,,,,,,,,37.7855595,-122.1978092,475783730,way,,,,,,social_facility,,,,,,,,Boys & Girls Club,,Q2923055,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outreach,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300,,,,High Street,
Park Boulevard Manor,,alameda,,social_community,,,,,,,,37.8069769,-122.2242434,475793150,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,https://www.sahahomes.org/properties/park-boulevard-manor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satellite Affordable Housing Associates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4135,,,,,
