name,Collaborated,query_county,city,query_purpose,person_with_relationship,org_contact,org_contact_title,phone,email,contact:email,website,latitude,longitude,osm_id,osm_type,access,air_conditioning,alt_name,alt_name:etymology,amenity,architect,area,atm,bar,barrier,branch,building,building:colour,building:levels,building:material,building:name,building:part,capacity,charge:conditional,check_date,check_date:opening_hours,church:type,cocktails,colour,comedy,comment,contact:facebook,contact:flickr,contact:instagram,contact:linkedin,contact:mastodon,contact:tiktok,contact:tripadvisor,contact:twitter,contact:website,contact:yelp,contact:youtube,covered,cuisine,denomination,description,description:en,description:es,description:fr,description:hi,description:ja,description:ja-Hira,description:ja-Latn,description:ko,description:ru,description:zh,description:zh-Hans,description:zh-Hant,disused:amenity,disused:cuisine,disused:self_service,disused:shop,disused:website,ele,elev,email_1,established,fax,fee,fixme,food,gnis:feature_id,height,heritage,heritage:operator,heritage:website,historic,image,indoor,internet_access,landuse,layer,leisure,level,level:ref,lgbtq,lit,live_music,loc_name,location,man_made,mapillary,massgis:cat,min_age,min_height,name:en,name:es,name:etymology,name:etymology:wikidata,name:fr,name:hi,name:ja,name:ja-Hira,name:ja-Latn,name:ko,name:ru,name:signed,name:zh,name:zh-Hans,name:zh-Hant,note,nrhp:criteria,nrhp:inscription_date,office,official_name,old_name,old_name:1912-1954,old_name:etymology,old_name:etymology:wikidata,opening_date,opening_hours,opening_hours:signed,opening_hours:url,operator,operator:type,operator:wikidata,outdoor_seating,owner,owner:wikidata,ownership,paloalto_ca:id,parking,protection_title,recreation_ground,redwood_city_ca:addr_id,redwood_city_ca:bld_gid,ref,ref:nrhp,religion,reservation,roof:colour,roof:height,roof:levels,roof:material,roof:shape,room,room_type,safety:mask:covid19,seating,shop,short_name,smoking,source,source_ref,sport,start_date,strapline,strapline:es,surface,survey:date,theatre,theatre:genre,theatre:type,toilets:wheelchair,tourism,training,type,was:alt_name,was:amenity,was:capacity,was:cuisine,was:name,was:office,was:shop,was:sport,was:tourism,was:website,was:wikidata,website:calendar,website:map,website:menu,website:tickets,wheelchair,wholesale,wikidata,wikimedia_commons,wikipedia,addr:city,addr:country,addr:county,addr:floor,addr:full,addr:housename,addr:housenumber,addr:postcode,addr:state,addr:street,addr:unit
Kensington Community Center Amphitheatre,,contra_costa,,events,,,,,,,,37.9139942,-122.2805979,1046319969,way,,,,,theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veterans Memorial Building,,contra_costa,,events,,,,+1 925-362-9806,,,http://www.vmbsrv.org,37.8215155,-121.9995283,1052140057,way,,,,,events_venue,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,Hartz Avenue,
,,contra_costa,,events,,,,,,,,37.9291927,-122.0174667,1071415436,way,,,,,theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outdoor Seating,,contra_costa,,events,,,,,,,,37.8673331,-122.0296199,1072478661,way,,,,,theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kensington Farmer's Market,,contra_costa,,events,,,,,,,https://www.kensingtonfarmersmarket.org/,37.8994243,-122.2879583,1108103084,way,,,,,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Su 09:00-14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,
,,contra_costa,,events,,,,,,,,37.9112002,-122.2672044,1154381563,way,,,,,theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oddfellows Temple,,contra_costa,,events,,,,,,,,37.9520312,-121.9979173,1187518060,way,,,,,events_venue,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,contra_costa,,events,,,,,,,,37.8441202,-121.9819553,1311935354,way,,,,,theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roundhouse Market & Conference Center,,contra_costa,,events,,,,,,,,37.7661426,-121.9637199,1425239151,way,,,,,events_venue,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Cerrito Plaza Farmers' Market,,contra_costa,,events,,,,,,,,37.8982731,-122.3002116,2019847911,node,,,,,marketplace,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tu 09:00-13:00; Sa 09:00-13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masquers Playhouse,,contra_costa,,events,,,,+1-510-232-3888,,,https://www.masquers.org/,37.9268816,-122.3847747,3100974681,node,,,,,theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7750554,,en:The Masquers Playhouse,Point Richmond,US,,,,,105,,CA,Park Place,
California Theatre,,contra_costa,,events,,,,,,,,38.0328278,-121.883265,3536868545,node,,,,,theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q44876774,,,,,,,,,,,,,
Richmond Memorial Auditorium,,contra_costa,,events,,,,,,,,37.9369683,-122.3443073,4422459458,node,,,,,theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank Club,,contra_costa,,events,,,,,,,,38.0269271,-121.9355554,4556083430,node,,,,,nightclub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pupuseria Casa Del Alfarrero,,contra_costa,,events,,,,,,,,38.0269876,-121.9335154,4564425341,node,,,,,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moraga Produce,,contra_costa,,events,,,,+1-925-377-1000,,,,37.8570456,-122.1260378,4972560087,node,,,,,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moraga,,,,,,576,94556,CA,Center Street,
Club 1220,,contra_costa,,events,,,,,,,,37.9108439,-122.0605734,5225380278,node,,,,,nightclub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Walnut Creek,,,,,,1220,94596,CA,Pine Street,
Front Row Theater,,contra_costa,,events,,,,,,,,37.7532268,-121.9101574,6239787185,node,,,,,theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brownstone Gardens,,contra_costa,,events,,,,,,,https://www.brownstonegardens.com/,37.9709095,-121.6973967,6319937359,node,customers,,,,events_venue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Craneway Pavilion,,contra_costa,,events,,,,,,,https://www.craneway.com/,37.9093279,-122.3582345,6568784233,node,,,,,events_venue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richmond,,,,,,1414,94804,CA,Harbour Way South,
,,contra_costa,,events,,,,,,,,37.9144016,-122.3503173,6570625205,node,,,,,theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,
Danville Farmers' Market,,contra_costa,,events,,,,,,,,37.8204968,-122.00043,6959323280,node,,,,,marketplace,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sa 09:00-13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Danville,,,,,,206,94526,CA,Railroad Avenue,
Mount Diablo Events Center,,contra_costa,,events,,,,,,,,37.8990872,-121.7301102,8490874098,node,,,,,events_venue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fusion Cash and Carry,,contra_costa,,events,,,,,,,,37.7717036,-121.947445,9907266305,node,,,,,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaucho NightClub,,contra_costa,,events,,,,,,,,37.7751089,-121.9760133,9946557116,node,,,,,nightclub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Tiendita De Lunahuaná,,contra_costa,,events,,,,,,,,38.0082869,-121.8858299,10913702256,node,,,,,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One Eleven One Ninety,,contra_costa,,events,,,,,,,,37.7742097,-121.9896851,11408694951,node,,,,,events_venue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Launching Pad,,contra_costa,,events,,,,,,,,37.7764211,-121.9679142,11409312088,node,,,,,events_venue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2222,,,Camino Ramon,
Meeting hall,,contra_costa,,events,,,,,,,,37.8123337,-121.977554,11823629089,node,,,,,events_venue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,san_francisco,,events,,,,,,,,,,6328942,relation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soccer,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oracle Park,,san_francisco,,events,,,,,,,https://www.mlb.com/giants/ballpark,,,7325085,relation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,stadium,,,,,,,,,,,,,Oracle Park,,,,,,,,,Oracle 파크,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,baseball,,,,,,,,,yes,,,multipolygon,,,,,,,,,,,,,,,,yes,,Q298585,,en:Oracle Park,,,,,,,24,94107,,Willie Mays Plaza,
San Francisco Scottish Rite Masonic Center,,san_francisco,,events,,,,+1-415-664-4700,,,http://www.sfscottishrite.com,,,12619531,relation,,,,,conference_centre,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,2850,94132,,19th Avenue,
Moscone Convention Center West,,san_francisco,,events,,,,+1-415-974-4000,,,https://www.moscone.com/site/do/index,37.7838518,-122.403919,24306412,way,,,,,conference_centre,,,,,,,yes,,,,,,,,2024-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1 (415) 974-4073,,,,,50 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,모스콘 컨벤션 센터 웨스트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Moscone West,,San Francisco,,,,,,800,94103,CA,Howard Street,
Bill Graham Civic Auditorium,,san_francisco,,events,,,,,,,http://www.billgrahamcivicauditorium.com/,37.7782944,-122.4180924,25759141,way,,,San Francisco Civic Auditorium,,theatre,,,,,,,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,37 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,Q4909197,,en:Bill Graham Civic Auditorium,San Francisco,,,,,,99,94102,CA,Grove Street,
Kezar Stadium,,san_francisco,,events,,,,,,,,37.7674815,-122.4568059,30675203,way,,,,,,,,,,,,,,,,,,,,2024-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,1654291,,,,,,,,,,,stadium,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open daily til 21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4263361,File:'49ers (28791895142).jpg,,,,,,,,,,,,
Spreckels Temple of Music,,san_francisco,,events,,,,,,,,37.769675,-122.4683905,30896932,way,,,,,theatre,,,,,,,yes,,,,,,,,2024-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open_air,,,,attraction,,,,,,,,,,,,,,,,,,,,Q110559749,File:Golden Gate Park - Spreckels Temple of Music 02.jpg,,,,,,,,,,,,
Presidio Theatre,,san_francisco,,events,,,,,,,,37.7987414,-122.4607682,32650566,way,,,,,theatre,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q42897008,Category:Presidio Theatre (Presidio of San Francisco),,,,,,,,99,,,Moraga Avenue,
Galileo Gymnaseum,,san_francisco,,events,,,,,,,,37.8045043,-122.4249664,32839512,way,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1056,,,Bay Street,
War Memorial Opera House,,san_francisco,,events,,,,,,,,37.7789543,-122.4205115,32865161,way,,,,,theatre,,,,,,,civic,,,,,,3126,,2025-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,Q2915772,,en:War Memorial Opera House,San Francisco,,,,,,301,94102,,Van Ness Avenue,
War Memorial Veterans Building Herbst Theatre,,san_francisco,,events,,,,,,,,37.7796699,-122.4215265,32865757,way,,,Herbst Theatre,,theatre,,,,,,,civic,,,,,,,,2025-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5736243,,,San Francisco,,,,,,401,94102,,Van Ness Avenue,
Club Fugazi,,san_francisco,,events,,,,+1 415 2730600,info@clubfugaziSF.com,,https://www.clubfugazisf.com/,37.7998138,-122.4103865,32866034,way,,,Fugazi Hall,,theatre,,,,,,,yes,,,,,,,,,,,,,,,ClubFugaziSF,,clubfugazisf,,,clubfugazisf,,ClubFugaziSF,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5136250,,en:Club Fugazi,San Francisco,,,,,,678,94133,CA,Green Street,
The Masonic,,san_francisco,,events,,,,,,,,37.7911218,-122.4134696,32947040,way,,,Masonic Memorial Temple,,theatre,,,,,,,yes,,,,,,3481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,1655448,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS Geonames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7045580,Category:Nob Hill Masonic Center,en:SF Masonic Auditorium,San Francisco,,,,,,1111,94108,CA,California Street,
Alcazar Theatre,,san_francisco,,events,,,,,,,,37.7866984,-122.4142506,33570646,way,,,,,theatre,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam Temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4712986,,en:Alcazar Theatre (1976),,,,,,,650,,,Geary Street,
Toni Rembe Theater,,san_francisco,,events,,,,,,,https://www.act-sf.org/,37.7870328,-122.4101202,71504438,way,,,,,theatre,,,,,,,yes,,,,,,1025,,2025-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,building,https://commons.wikimedia.org/wiki/File:Geary_Theatre_%28San_Francisco%29.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geary Theater;Columbia Theater,,,,,,,,American Conservatory Theater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q463781,,en:American Conservatory Theater,San Francisco,US,,,,,415,94102,CA,Geary Street,
Curran Theatre,,san_francisco,,events,,,,15-358-1220,,,https://www.sfcurran.com/,37.7866233,-122.4103907,71504452,way,,,,,theatre,,,,,,,yes,,,,,,1667,,2025-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,https://commons.wikimedia.org/wiki/File:San_Francisco_Curran_Theatre_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carole Shorenstein Hays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,Q5194956,,en:Curran Theatre,San Francisco,US,,,,,445,94102,CA,Geary Street,
Punch Line Comedy Club,,san_francisco,,events,,,,,,,https://www.punchlinecomedyclub.com/,37.795815,-122.3998934,104682197,way,,,,,theatre,,,,,,,,,,,,yes,,,2025-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,2,,,,,,,,roof,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stand_up_comedy,,,,,,,,,,,,,,,,,,,,,,,Q7259939,,,San Francisco,,,,,,444,94111,CA,Battery Street,
Moscone Convention Center North,,san_francisco,,events,,,,,,,,37.7840678,-122.40212,109141774,way,,,,,conference_centre,,,,,,,yes,,,,,,,,2024-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Building extends below the gardens. There's a wheelchair accessible entrance near the west elevator.,,,25 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"File:South of Market, San Francisco, CA, USA - panoramio (1).jpg",,,,,,,,,,,,
